user_id,age,gender,device_os,device_model,location,account_created_date
USR00460,23,Male,iOS,iPhone 13,Danang,2026-01-29
USR00461,48,Female,iOS,iPhone 13,Danang,2026-04-14
USR00462,48,Male,Android,Xiaomi Redmi 13,Others,2026-02-22
USR00463,45,Female,iOS,iPhone 14,HCM,
USR00464,19,Female,iOS,iPhone 13,Others,
USR00465,20,Male,iOS,iPhone 14,HCM,
USR00466,39,Male,Android,Xiaomi Redmi 13,Danang,2026-02-13
USR00467,35,Male,iOS,iPhone 13,Danang,
USR00468,60,Female,iOS,iPhone 13,Others,2026-05-09
USR00469,25,Female,iOS,iPhone 15,Hanoi,2026-04-18
USR00470,58,Male,iOS,iPhone 15,Hanoi,
USR00471,50,Female,iOS,iPhone 14,Others,2026-02-21
USR00472,27,Female,iOS,iPhone 13,HCM,2026-04-08
USR00473,41,Female,Android,Xiaomi Redmi 13,Others,2026-04-24
USR00474,55,Female,iOS,iPhone 13,HCM,
USR00475,24,Female,Android,Oppo A58,Others,2026-02-15
USR00476,25,Male,Android,Samsung S24,Others,2026-03-22
USR00477,23,Male,iOS,iPhone 13,Danang,
USR00478,27,Male,iOS,iPhone 15,Hanoi,2026-04-14
USR00479,41,Male,iOS,iPhone 13,HCM,2026-02-03
USR00480,34,Female,iOS,iPhone 13,HCM,2026-01-21
USR00481,27,Male,iOS,iPhone 15,Danang,
USR00482,19,Female,iOS,iPhone 13,Danang,2026-02-24
USR00483,44,Male,iOS,iPhone 13,HCM,
USR00484,52,Male,Android,Oppo A58,Hanoi,2026-04-29
USR00485,19,Male,iOS,iPhone 14,Danang,2026-01-09
USR00486,51,Male,Android,Samsung S24,Others,2026-01-13
USR00487,24,Female,iOS,iPhone 13,Others,2026-05-07
USR00488,50,Male,iOS,iPhone 13,Danang,2026-05-11
USR00489,48,Female,Android,Samsung S24,Others,2026-01-05
USR00490,29,Male,Android,Xiaomi Redmi 13,Others,
USR00491,44,Female,iOS,iPhone 13,Hanoi,2026-02-28
USR00492,43,Male,iOS,iPhone 15,HCM,2026-02-19
USR00493,38,Male,Android,Samsung A55,Others,
USR00494,25,Female,Android,Xiaomi Redmi 13,Others,2026-05-28
USR00495,35,Male,Android,Xiaomi Redmi 13,HCM,2026-01-26
USR00496,38,Male,Android,Samsung A55,Others,
USR00497,56,Female,Android,Xiaomi Redmi 13,Others,2026-01-26
USR00498,50,Female,iOS,iPhone 13,Danang,2026-03-23
USR00499,33,Female,Android,Samsung A55,Danang,
USR00500,34,Male,iOS,iPhone 13,HCM,2026-05-13
USR00501,56,Male,Android,Oppo A58,Hanoi,2026-02-15
USR00502,33,Male,Android,Xiaomi Redmi 13,Others,
USR00503,22,Male,iOS,iPhone 14,HCM,2026-03-14
USR00504,52,Male,iOS,iPhone 13,Danang,
USR00505,42,Male,Android,Samsung S24,Danang,
USR00506,49,Female,Android,Oppo A58,Others,
USR00507,60,Female,iOS,iPhone 15,Others,2026-02-18
USR00508,51,Female,Android,Samsung A55,Others,2026-04-29
USR00509,37,Male,iOS,iPhone 14,Danang,2026-02-21
USR00510,46,Female,Android,Oppo A58,HCM,
USR00511,55,Male,iOS,iPhone 13,Danang,2026-02-28
USR00512,25,Male,Android,Xiaomi Redmi 13,Hanoi,
USR00513,28,Female,Android,Xiaomi Redmi 13,Hanoi,2026-02-23
USR00514,37,Male,Android,Oppo A58,Others,
USR00515,42,Male,iOS,iPhone 13,Hanoi,2026-01-18
USR00516,25,Male,iOS,iPhone 15,Hanoi,2026-04-22
USR00517,31,Male,Android,Samsung A55,Hanoi,2026-04-25
USR00518,21,Male,iOS,iPhone 13,Hanoi,2026-01-24
USR00519,32,Female,Android,Samsung A55,Danang,2026-04-17
USR00520,40,Male,iOS,iPhone 14,Others,
USR00521,24,Male,Android,Xiaomi Redmi 13,HCM,2026-01-19
USR00522,29,Female,iOS,iPhone 15,Danang,
USR00523,40,Male,Android,Oppo A58,Hanoi,
USR00524,18,Male,iOS,iPhone 14,Others,2026-01-31
USR00525,54,Female,iOS,iPhone 14,HCM,2026-01-20
USR00526,60,Male,Android,Oppo A58,Others,
USR00527,32,Female,iOS,iPhone 13,Others,2026-03-05
USR00528,59,Male,iOS,iPhone 14,HCM,
USR00529,53,Female,iOS,iPhone 14,HCM,
USR00530,37,Male,Android,Samsung S24,Hanoi,2026-03-03
USR00531,60,Male,Android,Samsung A55,Danang,2026-04-12
USR00532,55,Female,iOS,iPhone 13,HCM,2026-05-06
USR00533,41,Female,Android,Oppo A58,Hanoi,2026-01-24
USR00534,53,Female,Android,Oppo A58,Hanoi,
USR00535,28,Male,iOS,iPhone 13,HCM,2026-03-18
USR00536,30,Male,Android,Xiaomi Redmi 13,Others,2026-01-31
USR00537,51,Male,iOS,iPhone 14,Hanoi,
USR00538,32,Female,Android,Xiaomi Redmi 13,Hanoi,
USR00539,60,Male,iOS,iPhone 14,Hanoi,2026-02-05
USR00540,50,Female,iOS,iPhone 13,Hanoi,
USR00541,52,Male,Android,Oppo A58,Others,
USR00542,58,Female,iOS,iPhone 15,Hanoi,2026-04-09
USR00543,60,Female,Android,Samsung A55,HCM,2026-03-15
USR00544,44,Male,iOS,iPhone 13,Hanoi,2026-01-01
USR00545,54,Female,iOS,iPhone 15,Danang,2026-05-06
USR00546,60,Female,Android,Samsung S24,Others,
USR00547,24,Female,Android,Samsung S24,Others,2026-04-30
USR00548,35,Female,Android,Xiaomi Redmi 13,HCM,2026-05-29
USR00549,57,Female,iOS,iPhone 14,HCM,2026-02-28
USR00550,34,Male,iOS,iPhone 14,Hanoi,
USR00551,25,Male,iOS,iPhone 14,Danang,2026-02-28
USR00552,51,Male,iOS,iPhone 13,Danang,2026-05-02
USR00553,47,Male,Android,Samsung S24,Danang,2026-04-14
USR00554,39,Male,Android,Oppo A58,HCM,
USR00555,57,Female,Android,Samsung A55,Danang,
USR00556,44,Female,iOS,iPhone 13,Danang,2026-05-01
USR00557,50,Male,Android,Oppo A58,Hanoi,
USR00558,25,Female,Android,Samsung A55,HCM,2026-05-23
USR00559,38,Female,iOS,iPhone 13,Hanoi,2026-03-25
USR00560,45,Male,iOS,iPhone 13,Others,
USR00561,45,Male,Android,Xiaomi Redmi 13,Others,2026-03-24
USR00562,57,Male,Android,Samsung A55,HCM,2026-04-24
USR00563,40,Female,iOS,iPhone 15,Hanoi,2026-04-29
USR00564,18,Female,Android,Samsung A55,Others,2026-04-20
USR00565,54,Female,Android,Samsung A55,Hanoi,2026-02-24
USR00566,18,Male,Android,Xiaomi Redmi 13,Hanoi,2026-03-16
USR00567,54,Male,Android,Samsung A55,Others,2026-02-01
USR00568,27,Female,iOS,iPhone 14,HCM,2026-02-14
USR00569,37,Male,Android,Oppo A58,Hanoi,2026-05-28
USR00570,19,Female,iOS,iPhone 14,Others,2026-01-30
USR00571,49,Male,Android,Samsung S24,Hanoi,2026-04-17
USR00572,45,Female,iOS,iPhone 15,Danang,2026-05-21
USR00573,24,Female,iOS,iPhone 13,Others,2026-02-13
USR00574,24,Male,Android,Oppo A58,Others,2026-05-07
USR00575,34,Female,Android,Oppo A58,Others,
USR00576,26,Male,Android,Xiaomi Redmi 13,Danang,2026-01-28
USR00577,42,Male,Android,Oppo A58,HCM,2026-04-23
USR00578,42,Female,Android,Oppo A58,Hanoi,2026-03-24
USR00579,51,Female,Android,Samsung S24,Hanoi,2026-02-07
USR00580,58,Female,Android,Samsung S24,Hanoi,2026-03-04
USR00581,37,Male,Android,Samsung A55,Others,2026-01-15
USR00582,37,Male,iOS,iPhone 13,Danang,
USR00583,39,Female,iOS,iPhone 15,Others,
USR00584,27,Male,Android,Oppo A58,HCM,
USR00585,51,Female,Android,Samsung A55,Others,2026-05-25
USR00586,21,Female,Android,Xiaomi Redmi 13,Others,2026-05-06
USR00587,31,Female,iOS,iPhone 15,Danang,2026-01-28
USR00588,42,Female,Android,Samsung S24,Hanoi,
USR00589,28,Female,Android,Oppo A58,HCM,2026-02-15
USR00590,35,Female,iOS,iPhone 13,HCM,2026-04-19
USR00591,33,Female,iOS,iPhone 13,Danang,2026-02-01
USR00592,54,Female,iOS,iPhone 13,HCM,2026-03-28
USR00593,37,Female,iOS,iPhone 14,Danang,2026-03-29
USR00594,44,Male,iOS,iPhone 15,Hanoi,2026-03-11
USR00595,31,Female,Android,Xiaomi Redmi 13,Hanoi,
USR00596,30,Female,iOS,iPhone 13,Hanoi,2026-04-12
USR00597,18,Male,iOS,iPhone 14,HCM,2026-03-21
USR00598,56,Male,Android,Xiaomi Redmi 13,Hanoi,2026-05-18
USR00599,44,Female,iOS,iPhone 15,HCM,2026-03-26
USR00600,28,Female,Android,Samsung S24,Danang,2026-04-25
USR00601,60,Male,iOS,iPhone 14,Hanoi,2026-03-30
USR00602,25,Female,Android,Samsung S24,Others,2026-04-02
USR00603,39,Male,Android,Oppo A58,HCM,
USR00604,34,Female,Android,Xiaomi Redmi 13,Danang,2026-05-14
USR00605,22,Male,Android,Samsung S24,Danang,2026-03-16
USR00606,60,Female,Android,Xiaomi Redmi 13,Others,2026-02-16
USR00607,36,Female,Android,Oppo A58,Danang,
USR00608,39,Male,iOS,iPhone 14,Others,
USR00609,32,Female,Android,Xiaomi Redmi 13,HCM,2026-01-30
USR00610,46,Female,Android,Oppo A58,Hanoi,2026-04-10
USR00611,35,Female,Android,Xiaomi Redmi 13,Others,
USR00612,25,Female,iOS,iPhone 14,Danang,
USR00613,24,Male,Android,Xiaomi Redmi 13,HCM,2026-03-13
USR00614,35,Male,Android,Samsung S24,HCM,2026-01-08
USR00615,29,Female,Android,Xiaomi Redmi 13,Others,2026-01-08
USR00616,39,Female,iOS,iPhone 13,HCM,
USR00617,35,Female,iOS,iPhone 15,Danang,2026-05-18
USR00618,58,Female,Android,Xiaomi Redmi 13,Danang,2026-03-21
USR00619,57,Female,iOS,iPhone 13,Danang,
USR00620,51,Male,iOS,iPhone 15,Others,2026-05-09
USR00621,44,Female,Android,Samsung S24,HCM,
USR00622,37,Female,iOS,iPhone 15,Others,2026-02-18
USR00623,55,Female,Android,Samsung S24,Hanoi,2026-05-31
USR00624,45,Female,iOS,iPhone 13,Hanoi,
USR00625,41,Female,Android,Oppo A58,Others,2026-03-22
USR00626,28,Female,Android,Oppo A58,HCM,
USR00627,40,Female,iOS,iPhone 13,Others,
USR00628,56,Male,iOS,iPhone 13,Hanoi,2026-03-05
USR00629,38,Female,iOS,iPhone 14,HCM,2026-04-03
USR00630,50,Female,Android,Oppo A58,HCM,2026-04-10
USR00631,31,Male,iOS,iPhone 14,Others,2026-01-27
USR00632,59,Female,Android,Samsung S24,Hanoi,2026-03-02
USR00633,59,Male,iOS,iPhone 14,Danang,2026-02-08
USR00634,32,Male,iOS,iPhone 15,HCM,2026-02-15
USR00635,53,Female,Android,Oppo A58,Others,
USR00636,54,Female,Android,Oppo A58,Danang,
USR00637,43,Female,iOS,iPhone 13,Hanoi,2026-02-13
USR00638,32,Male,Android,Oppo A58,Others,
USR00639,24,Male,iOS,iPhone 13,Danang,2026-01-18
USR00640,18,Male,iOS,iPhone 13,Others,2026-05-03
USR00641,45,Female,iOS,iPhone 13,HCM,2026-05-14
USR00642,53,Female,Android,Xiaomi Redmi 13,Danang,2026-04-06
USR00643,30,Male,iOS,iPhone 13,HCM,2026-04-12
USR00644,53,Male,Android,Xiaomi Redmi 13,Danang,2026-03-15
USR00645,52,Male,Android,Xiaomi Redmi 13,HCM,2026-03-14
USR00646,48,Male,Android,Samsung A55,Danang,2026-02-17
USR00647,27,Male,Android,Samsung A55,HCM,2026-03-07
USR00648,31,Male,Android,Samsung A55,Danang,
USR00649,26,Female,Android,Oppo A58,Hanoi,
USR00650,55,Male,Android,Samsung S24,Hanoi,
USR00651,22,Male,Android,Samsung S24,Others,
USR00652,59,Male,Android,Samsung S24,Hanoi,2026-05-23
USR00653,31,Male,Android,Samsung S24,HCM,2026-02-02
USR00654,18,Male,Android,Xiaomi Redmi 13,Hanoi,2026-01-30
USR00655,31,Female,iOS,iPhone 13,Others,2026-05-12
USR00656,28,Male,iOS,iPhone 14,Others,2026-01-23
USR00657,43,Female,Android,Samsung S24,HCM,
USR00658,52,Female,iOS,iPhone 13,Hanoi,
USR00659,21,Male,iOS,iPhone 13,Hanoi,
USR00660,24,Female,iOS,iPhone 13,Danang,2026-04-13
USR00661,25,Female,iOS,iPhone 13,Hanoi,2026-03-18
USR00662,60,Female,iOS,iPhone 15,Hanoi,2026-01-21
USR00663,18,Male,Android,Samsung S24,HCM,
USR00664,50,Male,Android,Oppo A58,Others,
USR00665,38,Male,Android,Samsung A55,Others,2026-04-20
USR00666,51,Male,Android,Samsung S24,HCM,2026-01-30
USR00667,32,Female,iOS,iPhone 15,HCM,2026-01-30
USR00668,43,Female,Android,Samsung S24,Others,
USR00669,56,Female,iOS,iPhone 15,Others,2026-03-31
USR00670,58,Male,Android,Xiaomi Redmi 13,Danang,2026-01-09
USR00671,23,Male,iOS,iPhone 15,Danang,2026-01-21
USR00672,22,Male,iOS,iPhone 14,Hanoi,2026-02-01
USR00673,59,Male,iOS,iPhone 14,Danang,2026-05-23
USR00674,39,Female,Android,Samsung A55,Hanoi,
USR00675,28,Male,iOS,iPhone 13,Others,2026-04-03
USR00676,44,Male,Android,Oppo A58,Others,
USR00677,31,Male,iOS,iPhone 13,Others,2026-05-20
USR00678,27,Female,iOS,iPhone 14,Danang,2026-02-27
USR00679,29,Male,Android,Oppo A58,Danang,2026-01-28
USR00680,49,Female,iOS,iPhone 15,Danang,
USR00681,46,Female,iOS,iPhone 13,HCM,2026-01-13
USR00682,60,Male,iOS,iPhone 13,Others,2026-03-04
USR00683,32,Male,iOS,iPhone 14,HCM,
USR00684,30,Male,Android,Xiaomi Redmi 13,Danang,
USR00685,29,Male,Android,Samsung A55,Danang,2026-05-22
USR00686,33,Male,iOS,iPhone 14,Danang,
USR00687,35,Female,Android,Samsung S24,Others,
USR00688,28,Male,Android,Oppo A58,Danang,2026-04-11
USR00689,34,Female,iOS,iPhone 15,HCM,2026-02-23
USR00690,34,Female,iOS,iPhone 15,Danang,2026-01-28
USR00691,48,Male,iOS,iPhone 13,HCM,2026-03-10
USR00692,43,Male,iOS,iPhone 15,HCM,2026-04-03
USR00693,18,Male,iOS,iPhone 14,Hanoi,2026-04-27
USR00694,42,Female,Android,Samsung A55,Others,2026-01-20
USR00695,59,Male,iOS,iPhone 13,Danang,
USR00696,29,Male,Android,Samsung A55,HCM,2026-03-18
USR00697,42,Female,Android,Samsung S24,HCM,
USR00698,29,Female,Android,Samsung S24,Others,2026-03-10
USR00699,28,Male,iOS,iPhone 13,Danang,2026-03-12
USR00700,36,Female,Android,Samsung S24,Hanoi,2026-05-11
USR00701,57,Male,iOS,iPhone 14,HCM,2026-01-11
USR00702,23,Female,iOS,iPhone 15,Hanoi,2026-03-21
USR00703,27,Female,iOS,iPhone 13,HCM,2026-04-30
USR00704,27,Male,iOS,iPhone 13,Hanoi,2026-02-07
USR00705,50,Female,iOS,iPhone 13,Danang,2026-01-15
USR00706,25,Female,iOS,iPhone 13,Others,2026-02-17
USR00707,43,Female,iOS,iPhone 15,Others,2026-02-03
USR00708,29,Female,Android,Oppo A58,Danang,2026-03-29
USR00709,40,Female,iOS,iPhone 14,Hanoi,
USR00710,58,Female,Android,Samsung S24,Others,
USR00711,25,Male,Android,Xiaomi Redmi 13,Hanoi,2026-02-16
USR00712,43,Female,Android,Oppo A58,Others,2026-03-03
USR00713,48,Female,iOS,iPhone 14,Others,2026-01-07
USR00714,21,Male,Android,Samsung S24,Others,2026-02-09
USR00715,38,Female,Android,Oppo A58,Others,
USR00716,26,Male,iOS,iPhone 14,Others,2026-02-12
USR00717,33,Female,iOS,iPhone 14,Danang,2026-01-18
USR00718,23,Female,iOS,iPhone 15,Hanoi,
USR00719,24,Male,Android,Xiaomi Redmi 13,Others,2026-02-20
USR00720,40,Female,Android,Oppo A58,Others,
USR00721,24,Male,iOS,iPhone 15,HCM,2026-01-07
USR00722,21,Female,iOS,iPhone 14,Others,2026-02-24
USR00723,23,Male,Android,Oppo A58,Danang,2026-05-05
USR00724,31,Female,Android,Xiaomi Redmi 13,Danang,2026-04-06
USR00725,36,Male,Android,Samsung A55,Hanoi,
USR00726,55,Female,iOS,iPhone 15,Danang,2026-05-14
USR00727,39,Male,iOS,iPhone 15,HCM,
USR00728,44,Female,Android,Oppo A58,Hanoi,
USR00729,42,Female,Android,Samsung S24,Hanoi,2026-02-25
USR00730,19,Male,Android,Samsung S24,Hanoi,2026-05-19
USR00731,49,Female,Android,Samsung A55,Others,2026-01-02
USR00732,38,Female,iOS,iPhone 13,Danang,2026-04-17
USR00733,45,Female,iOS,iPhone 15,Hanoi,2026-05-19
USR00734,40,Male,Android,Samsung S24,Danang,
USR00735,48,Female,iOS,iPhone 15,HCM,
USR00736,37,Male,Android,Xiaomi Redmi 13,HCM,2026-02-16
USR00737,45,Male,iOS,iPhone 13,HCM,2026-01-06
USR00738,26,Female,iOS,iPhone 13,Others,2026-05-29
USR00739,30,Male,iOS,iPhone 14,Hanoi,2026-05-21
USR00740,35,Female,Android,Xiaomi Redmi 13,Danang,2026-05-18
USR00741,45,Female,Android,Oppo A58,Hanoi,2026-05-16
USR00742,57,Female,Android,Xiaomi Redmi 13,Danang,2026-01-21
USR00743,48,Female,iOS,iPhone 15,Danang,2026-02-18
USR00744,24,Male,iOS,iPhone 15,Hanoi,2026-03-30
USR00745,19,Female,Android,Samsung S24,Others,
USR00746,51,Female,Android,Xiaomi Redmi 13,Danang,2026-02-02
USR00747,42,Female,iOS,iPhone 13,HCM,2026-03-11
USR00748,51,Male,Android,Oppo A58,Hanoi,
USR00749,37,Female,iOS,iPhone 14,Others,
USR00750,21,Male,Android,Samsung A55,HCM,
USR00751,20,Male,iOS,iPhone 13,Danang,2026-01-06
USR00752,48,Female,iOS,iPhone 13,Others,2026-05-23
USR00753,59,Female,iOS,iPhone 14,Others,
USR00754,59,Female,iOS,iPhone 15,HCM,2026-05-21
USR00755,26,Male,Android,Xiaomi Redmi 13,Others,
USR00756,37,Female,Android,Xiaomi Redmi 13,Hanoi,2026-04-17
USR00757,27,Male,Android,Oppo A58,Others,
USR00758,44,Female,iOS,iPhone 15,Others,2026-03-28
USR00759,19,Male,iOS,iPhone 14,HCM,
USR00760,52,Male,Android,Oppo A58,Hanoi,
USR00761,21,Female,iOS,iPhone 15,Danang,2026-01-10
USR00762,36,Male,iOS,iPhone 15,HCM,2026-02-11
USR00763,26,Male,Android,Samsung A55,Hanoi,2026-03-30
USR00764,48,Male,iOS,iPhone 14,Hanoi,
USR00765,44,Female,Android,Xiaomi Redmi 13,Hanoi,2026-04-01
USR00766,38,Female,iOS,iPhone 15,Hanoi,2026-01-06
USR00767,46,Male,Android,Oppo A58,HCM,
USR00768,39,Male,iOS,iPhone 13,Hanoi,2026-05-23
USR00769,52,Male,iOS,iPhone 14,Others,2026-03-11
USR00770,43,Female,iOS,iPhone 15,Others,2026-01-29
USR00771,56,Female,iOS,iPhone 13,Danang,
USR00772,22,Male,Android,Samsung A55,Others,2026-03-22
USR00773,23,Male,iOS,iPhone 13,HCM,2026-03-17
USR00774,30,Male,Android,Oppo A58,Others,2026-01-10
USR00775,35,Female,iOS,iPhone 14,Others,
USR00776,57,Male,iOS,iPhone 15,Hanoi,2026-04-12
USR00777,22,Male,iOS,iPhone 15,Danang,
USR00778,37,Male,Android,Samsung A55,Danang,2026-03-31
USR00779,23,Male,iOS,iPhone 15,Danang,2026-03-16
USR00780,52,Female,Android,Samsung S24,Danang,2026-04-23
USR00781,20,Female,Android,Samsung S24,Danang,2026-01-06
USR00782,53,Female,iOS,iPhone 14,Others,
USR00783,21,Male,iOS,iPhone 14,Danang,
USR00784,43,Female,Android,Xiaomi Redmi 13,Hanoi,2026-02-23
USR00785,34,Female,iOS,iPhone 15,Others,2026-02-23
USR00786,29,Male,iOS,iPhone 13,HCM,2026-01-07
USR00787,35,Male,Android,Samsung S24,Danang,2026-01-24
USR00788,36,Female,Android,Samsung A55,Hanoi,2026-05-10
USR00789,50,Female,iOS,iPhone 13,Danang,2026-04-10
USR00790,59,Male,Android,Samsung S24,HCM,2026-04-25
USR00791,32,Male,Android,Samsung S24,HCM,2026-03-12
USR00792,29,Male,iOS,iPhone 13,Others,2026-05-07
USR00793,26,Female,iOS,iPhone 13,Danang,2026-02-02
USR00794,55,Female,iOS,iPhone 13,Others,2026-05-31
USR00795,25,Female,iOS,iPhone 14,Others,2026-01-21
USR00796,22,Female,Android,Samsung S24,Danang,2026-02-08
USR00797,38,Female,iOS,iPhone 13,HCM,
USR00798,34,Female,Android,Oppo A58,HCM,2026-05-16
USR00799,55,Female,Android,Samsung A55,HCM,2026-05-08
USR00800,54,Female,Android,Samsung A55,Others,2026-02-09
USR00801,32,Female,Android,Samsung A55,Danang,2026-05-12
USR00802,48,Male,Android,Samsung A55,Others,
USR00803,60,Male,iOS,iPhone 14,Danang,
USR00804,35,Female,Android,Samsung S24,Others,2026-01-01
USR00805,58,Male,Android,Samsung A55,Others,2026-04-14
USR00806,52,Male,Android,Oppo A58,Hanoi,2026-01-26
USR00807,46,Male,iOS,iPhone 14,Others,2026-03-17
USR00808,49,Female,iOS,iPhone 14,Danang,2026-01-25
USR00809,56,Male,iOS,iPhone 14,HCM,2026-01-30
USR00810,52,Male,iOS,iPhone 15,Danang,
USR00811,51,Male,iOS,iPhone 14,HCM,
USR00812,18,Male,Android,Samsung A55,HCM,2026-05-09
USR00813,39,Male,Android,Samsung S24,Danang,2026-02-13
USR00814,49,Male,iOS,iPhone 13,HCM,2026-01-11
USR00815,59,Male,Android,Xiaomi Redmi 13,Hanoi,
USR00816,25,Male,iOS,iPhone 15,Others,
USR00817,27,Male,Android,Xiaomi Redmi 13,Others,2026-04-25
USR00818,39,Male,iOS,iPhone 13,Hanoi,2026-05-26
USR00819,28,Male,Android,Xiaomi Redmi 13,Hanoi,
USR00820,22,Female,iOS,iPhone 14,Danang,2026-04-18
USR00821,60,Female,iOS,iPhone 14,Hanoi,
USR00822,26,Female,Android,Samsung A55,Others,2026-03-14
USR00823,52,Female,iOS,iPhone 13,Others,2026-05-08
USR00824,48,Male,iOS,iPhone 14,Danang,2026-01-20
USR00825,58,Male,iOS,iPhone 15,Danang,2026-02-13
USR00826,45,Male,Android,Xiaomi Redmi 13,HCM,2026-04-11
USR00827,55,Male,iOS,iPhone 15,Others,
USR00828,37,Female,Android,Xiaomi Redmi 13,Danang,2026-05-19
USR00829,32,Male,Android,Samsung S24,Danang,
USR00830,51,Female,iOS,iPhone 13,HCM,
USR00831,58,Female,iOS,iPhone 15,Others,2026-03-09
USR00832,30,Male,Android,Xiaomi Redmi 13,HCM,
USR00833,21,Female,iOS,iPhone 14,Danang,2026-03-31
USR00834,55,Male,Android,Oppo A58,Danang,
USR00835,59,Male,Android,Samsung S24,Others,2026-05-03
USR00836,34,Male,Android,Samsung S24,Others,2026-03-17
USR00837,54,Male,iOS,iPhone 13,Hanoi,2026-02-08
USR00838,59,Male,iOS,iPhone 13,Others,
USR00839,27,Male,iOS,iPhone 15,Others,2026-03-24
USR00840,19,Male,Android,Xiaomi Redmi 13,Danang,2026-04-19
USR00841,27,Male,iOS,iPhone 14,Danang,2026-03-25
USR00842,35,Female,Android,Xiaomi Redmi 13,Hanoi,2026-05-18
USR00843,53,Male,Android,Samsung A55,Hanoi,
USR00844,56,Male,iOS,iPhone 14,Hanoi,2026-03-11
USR00845,25,Male,iOS,iPhone 15,Hanoi,
USR00846,59,Male,Android,Samsung S24,Hanoi,2026-03-14
USR00847,51,Male,iOS,iPhone 13,Hanoi,2026-05-23
USR00848,37,Female,iOS,iPhone 14,HCM,2026-05-08
USR00849,31,Female,iOS,iPhone 13,Hanoi,
USR00850,59,Female,Android,Xiaomi Redmi 13,Danang,
USR00851,19,Female,Android,Samsung A55,Hanoi,2026-02-02
USR00852,53,Male,iOS,iPhone 15,Hanoi,
USR00853,49,Male,iOS,iPhone 14,Hanoi,2026-03-27
USR00854,43,Female,iOS,iPhone 15,Others,
USR00855,44,Female,Android,Samsung A55,Others,
USR00856,51,Female,iOS,iPhone 15,Danang,
USR00857,54,Female,iOS,iPhone 13,Hanoi,
USR00858,19,Male,iOS,iPhone 14,Danang,
USR00859,25,Male,Android,Samsung S24,Others,2026-03-06
USR00860,55,Female,iOS,iPhone 14,HCM,2026-04-11
USR00861,45,Female,Android,Xiaomi Redmi 13,Hanoi,2026-03-21
USR00862,38,Female,iOS,iPhone 15,Hanoi,2026-05-22
USR00863,41,Female,iOS,iPhone 14,Others,
USR00864,58,Male,Android,Oppo A58,Others,2026-05-10
USR00865,49,Male,Android,Oppo A58,Hanoi,
USR00866,35,Female,iOS,iPhone 13,Others,2026-04-15
USR00867,25,Male,Android,Samsung A55,Hanoi,2026-04-11
USR00868,57,Male,Android,Samsung A55,HCM,
USR00869,30,Female,Android,Samsung S24,Danang,2026-01-26
USR00870,59,Male,iOS,iPhone 15,Hanoi,2026-02-13
USR00871,32,Female,iOS,iPhone 15,HCM,
USR00872,46,Male,Android,Oppo A58,Hanoi,
USR00873,34,Male,Android,Xiaomi Redmi 13,HCM,2026-01-11
USR00874,24,Female,iOS,iPhone 14,Others,
USR00875,41,Female,iOS,iPhone 14,Danang,
USR00876,58,Female,Android,Oppo A58,Others,2026-03-08
USR00877,33,Male,iOS,iPhone 15,Danang,
USR00878,42,Female,iOS,iPhone 13,Danang,2026-04-15
USR00879,43,Female,iOS,iPhone 14,Others,
USR00880,36,Female,Android,Samsung A55,HCM,
USR00881,30,Male,Android,Oppo A58,Danang,2026-04-29
USR00882,59,Female,iOS,iPhone 14,Hanoi,2026-05-16
USR00883,24,Male,iOS,iPhone 14,Danang,2026-01-03
USR00884,43,Male,iOS,iPhone 15,Others,2026-04-11
USR00885,18,Male,iOS,iPhone 15,Others,2026-04-20
USR00886,34,Male,Android,Samsung A55,HCM,
USR00887,44,Female,Android,Xiaomi Redmi 13,Others,2026-02-25
USR00888,18,Female,iOS,iPhone 14,Danang,2026-01-17
USR00889,21,Female,iOS,iPhone 14,Hanoi,
USR00890,60,Female,iOS,iPhone 15,Hanoi,2026-02-18
USR00891,32,Female,Android,Xiaomi Redmi 13,Hanoi,2026-02-01
USR00892,57,Female,Android,Samsung S24,Others,
USR00893,38,Male,Android,Oppo A58,Others,
USR00894,53,Female,Android,Xiaomi Redmi 13,Danang,2026-04-14
USR00895,18,Female,iOS,iPhone 13,Others,2026-04-24
USR00896,42,Male,Android,Samsung S24,HCM,2026-02-03
USR00897,32,Female,iOS,iPhone 14,HCM,2026-03-08
USR00898,36,Male,iOS,iPhone 14,Danang,
USR00899,19,Male,Android,Samsung A55,Hanoi,2026-02-11
USR00900,55,Female,Android,Samsung S24,Others,2026-01-01
